85.33,79.73
2.39,90.63
16.36,36.81
93.99,19.57
91.38,14.83
89.31,17.54
43.99,92.42
4.09,49.85
6.17,99.50
24.08,49.73
14.02,19.86
15.06,37.47
97.05,49.37
16.21,75.15
81.91,44.62
62.69,35.80
40.76,84.30
86.04,53.02
15.90,17.08
19.57,40.81
36.92,79.51
65.76,98.91
46.74,92.35
86.07,1.02
98.46,25.64
8.21,57.44
70.90,45.72
5.75,60.29
55.05,26.24
8.68,53.83
35.91,19.61
1.46,6.99
11.62,17.92
13.35,12.19
18.09,58.44
4.17,68.46
8.99,26.94
33.88,52.33
35.02,70.86
93.62,21.39
14.45,88.02
43.52,82.21
43.29,69.42
41.98,61.48
74.50,81.72
8.97,66.51
82.70,22.31
51.25,3.51
65.62,37.12
16.93,0.08
89.92,21.57
58.34,30.37
64.28,41.54
52.27,6.43
25.68,29.17
99.01,96.40
61.67,44.69
66.17,36.14
73.26,47.79
6.30,83.59
