6.3,83.59
2.39,90.63
6.17,99.5
14.45,88.02
16.21,75.15
4.17,68.46
8.97,66.51
5.75,60.29
8.21,57.44
8.68,53.83
4.09,49.85
19.57,40.81
16.36,36.81
15.06,37.47
8.99,26.94
11.62,17.92
14.02,19.86
15.9,17.08
13.35,12.19
16.93,0.08
1.46,6.99
25.68,29.17
35.91,19.61
52.27,6.43
51.25,3.51
86.07,1.02
91.38,14.83
89.31,17.54
89.92,21.57
93.62,21.39
93.99,19.57
98.46,25.64
82.7,22.31
65.62,37.12
66.17,36.14
62.69,35.8
58.34,30.37
55.05,26.24
61.67,44.69
64.28,41.54
70.9,45.72
73.26,47.79
81.91,44.62
86.04,53.02
97.05,49.37
99.01,96.4
85.33,79.73
74.5,81.72
65.76,98.91
46.74,92.35
43.99,92.42
43.52,82.21
40.76,84.3
36.92,79.51
35.02,70.86
43.29,69.42
41.98,61.48
33.88,52.33
24.08,49.73
18.09,58.44
